permit,streetname,from_st,to_st
./out/16TOC-1198.csv,SANTIAGO ST,45TH AVE,Intersection
./out/16TOC-1205.csv,19TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-1205.csv,19TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-1205.csv,19TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-1205.csv,19TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-1205.csv,19TH AVE,ANZA ST,BALBOA ST
./out/16TOC-1205.csv,19TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-1205.csv,19TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-1205.csv,ANZA ST,19TH AVE,Intersection
./out/16TOC-1205.csv,BALBOA ST,19TH AVE,Intersection
./out/16TOC-1205.csv,CABRILLO ST,19TH AVE,Intersection
./out/16TOC-1205.csv,CALIFORNIA ST,19TH AVE,Intersection
./out/16TOC-1205.csv,CLEMENT ST,19TH AVE,Intersection
./out/16TOC-1205.csv,GEARY BLVD,19TH AVE,Intersection
./out/16TOC-1252.csv,KIRKHAM ST,16TH AVE,Intersection
./out/16TOC-1252.csv,KIRKHAM ST,15TH AVE,16TH AVE
./out/16TOC-1252.csv,KIRKHAM ST,16TH AVE,17TH AVE
./out/16TOC-1298.csv,20TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-1298.csv,20TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-1298.csv,20TH AVE,ANZA ST,BALBOA ST
./out/16TOC-1298.csv,20TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-1298.csv,20TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-1298.csv,20TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-1298.csv,20TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-1298.csv,ANZA ST,20TH AVE,Intersection
./out/16TOC-1298.csv,BALBOA ST,20TH AVE,Intersection
./out/16TOC-1298.csv,CABRILLO ST,20TH AVE,Intersection
./out/16TOC-1298.csv,CALIFORNIA ST,20TH AVE,Intersection
./out/16TOC-1298.csv,CLEMENT ST,20TH AVE,Intersection
./out/16TOC-1298.csv,GEARY BLVD,20TH AVE,Intersection
./out/16TOC-1300.csv,14TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-1300.csv,14TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-1300.csv,14TH AVE,ANZA ST,BALBOA ST
./out/16TOC-1300.csv,ANZA ST,14TH AVE,Intersection
./out/16TOC-1300.csv,GEARY BLVD,14TH AVE,Intersection
./out/16TOC-1301.csv,15TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-1301.csv,15TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-1301.csv,15TH AVE,CLEMENT ST,TACOMA ST
./out/16TOC-1301.csv,15TH AVE,TACOMA ST,GEARY BLVD
./out/16TOC-1301.csv,15TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-1301.csv,15TH AVE,ANZA ST,BALBOA ST
./out/16TOC-1301.csv,15TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-1301.csv,15TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-1301.csv,ANZA ST,15TH AVE,Intersection
./out/16TOC-1301.csv,BALBOA ST,15TH AVE,Intersection
./out/16TOC-1301.csv,CABRILLO ST,15TH AVE,Intersection
./out/16TOC-1301.csv,CALIFORNIA ST,15TH AVE,Intersection
./out/16TOC-1301.csv,CLEMENT ST,15TH AVE,Intersection
./out/16TOC-1301.csv,GEARY BLVD,15TH AVE,Intersection
./out/16TOC-1301.csv,TACOMA ST,15TH AVE,Intersection
./out/16TOC-1302.csv,16TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-1302.csv,16TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-1302.csv,16TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-1302.csv,16TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-1302.csv,16TH AVE,ANZA ST,BALBOA ST
./out/16TOC-1302.csv,16TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-1302.csv,16TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-1302.csv,ANZA ST,16TH AVE,Intersection
./out/16TOC-1302.csv,BALBOA ST,16TH AVE,Intersection
./out/16TOC-1302.csv,CABRILLO ST,16TH AVE,Intersection
./out/16TOC-1302.csv,CALIFORNIA ST,16TH AVE,Intersection
./out/16TOC-1302.csv,CLEMENT ST,16TH AVE,Intersection
./out/16TOC-1302.csv,GEARY BLVD,16TH AVE,Intersection
./out/16TOC-1469.csv,02ND AVE,END,LAKE ST
./out/16TOC-1469.csv,02ND AVE,LAKE ST,CALIFORNIAST
./out/16TOC-1469.csv,02ND AVE,CALIFORNIA ST,CORNWALLST
./out/16TOC-1469.csv,02ND AVE,CORNWALL ST,CLEMENT ST
./out/16TOC-1469.csv,02ND AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-1469.csv,02ND AVE,GEARY BLVD,ANZA ST
./out/16TOC-1469.csv,02ND AVE,ANZA ST,BALBOA ST
./out/16TOC-1469.csv,02ND AVE,BALBOA ST,CABRILLO ST
./out/16TOC-1469.csv,02ND AVE,CABRILLO ST,FULTON ST
./out/16TOC-1469.csv,ANZA ST,02ND AVE,Intersection
./out/16TOC-1469.csv,BALBOA ST,02ND AVE,Intersection
./out/16TOC-1469.csv,CABRILLO ST,02ND AVE,Intersection
./out/16TOC-1469.csv,CALIFORNIA ST,02ND AVE,Intersection
./out/16TOC-1469.csv,CLEMENT ST,02ND AVE,Intersection
./out/16TOC-1469.csv,CORNWALL ST,02ND AVE,Intersection
./out/16TOC-1469.csv,GEARY BLVD,02ND AVE,Intersection
./out/16TOC-1469.csv,LAKE ST,02ND AVE,Intersection
./out/16TOC-1470.csv,03RD AVE,LAKE ST,CALIFORNIAST
./out/16TOC-1470.csv,03RD AVE,CALIFORNIA ST,CORNWALLST
./out/16TOC-1470.csv,03RD AVE,CORNWALL ST,CLEMENT ST
./out/16TOC-1470.csv,03RD AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-1470.csv,03RD AVE,GEARY BLVD,ANZA ST
./out/16TOC-1470.csv,03RD AVE,ANZA ST,BALBOA ST
./out/16TOC-1470.csv,03RD AVE,BALBOA ST,CABRILLO ST
./out/16TOC-1470.csv,03RD AVE,CABRILLO ST,FULTON ST
./out/16TOC-1470.csv,ANZA ST,03RD AVE,Intersection
./out/16TOC-1470.csv,BALBOA ST,03RD AVE,Intersection
./out/16TOC-1470.csv,CABRILLO ST,03RD AVE,Intersection
./out/16TOC-1470.csv,CALIFORNIA ST,03RD AVE,Intersection
./out/16TOC-1470.csv,CLEMENT ST,03RD AVE,Intersection
./out/16TOC-1470.csv,CORNWALL ST,03RD AVE,Intersection
./out/16TOC-1470.csv,GEARY BLVD,03RD AVE,Intersection
./out/16TOC-1471.csv,04TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-1471.csv,04TH AVE,CALIFORNIA ST,CORNWALLST
./out/16TOC-1471.csv,04TH AVE,CORNWALL ST,CLEMENT ST
./out/16TOC-1471.csv,04TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-1471.csv,04TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-1471.csv,04TH AVE,ANZA ST,BALBOA ST
./out/16TOC-1471.csv,04TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-1471.csv,04TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-1471.csv,ANZA ST,04TH AVE,Intersection
./out/16TOC-1471.csv,BALBOA ST,04TH AVE,Intersection
./out/16TOC-1471.csv,CABRILLO ST,04TH AVE,Intersection
./out/16TOC-1471.csv,CALIFORNIA ST,04TH AVE,Intersection
./out/16TOC-1471.csv,CLEMENT ST,04TH AVE,Intersection
./out/16TOC-1471.csv,CORNWALL ST,04TH AVE,Intersection
./out/16TOC-1471.csv,GEARY BLVD,04TH AVE,Intersection
./out/16TOC-1473.csv,46TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-1473.csv,46TH AVE,IRVING ST,JUDAH ST
./out/16TOC-1473.csv,46TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-1473.csv,46TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-1473.csv,46TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-1473.csv,46TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-1473.csv,46TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-1473.csv,46TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-1473.csv,46TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-1473.csv,46TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-1473.csv,46TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-1473.csv,46TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-1473.csv,IRVING ST,46TH AVE,Intersection
./out/16TOC-1473.csv,JUDAH ST,46TH AVE,Intersection
./out/16TOC-1473.csv,KIRKHAM ST,46TH AVE,Intersection
./out/16TOC-1473.csv,LAWTON ST,46TH AVE,Intersection
./out/16TOC-1473.csv,MORAGA ST,46TH AVE,Intersection
./out/16TOC-1473.csv,NORIEGA ST,46TH AVE,Intersection
./out/16TOC-1473.csv,ORTEGA ST,46TH AVE,Intersection
./out/16TOC-1473.csv,PACHECO ST,46TH AVE,Intersection
./out/16TOC-1473.csv,QUINTARA ST,46TH AVE,Intersection
./out/16TOC-1473.csv,RIVERA ST,46TH AVE,Intersection
./out/16TOC-1473.csv,SANTIAGO ST,46TH AVE,Intersection
./out/16TOC-1682.csv,47TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-1682.csv,47TH AVE,IRVING ST,JUDAH ST
./out/16TOC-1682.csv,47TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-1682.csv,47TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-1682.csv,47TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-1682.csv,47TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-1682.csv,47TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-1682.csv,47TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-1682.csv,47TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-1682.csv,47TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-1682.csv,47TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-1682.csv,47TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-1682.csv,IRVING ST,47TH AVE,Intersection
./out/16TOC-1682.csv,JUDAH ST,47TH AVE,Intersection
./out/16TOC-1682.csv,KIRKHAM ST,47TH AVE,Intersection
./out/16TOC-1682.csv,LAWTON ST,47TH AVE,Intersection
./out/16TOC-1682.csv,MORAGA ST,47TH AVE,Intersection
./out/16TOC-1682.csv,NORIEGA ST,47TH AVE,Intersection
./out/16TOC-1682.csv,ORTEGA ST,47TH AVE,Intersection
./out/16TOC-1682.csv,PACHECO ST,47TH AVE,Intersection
./out/16TOC-1682.csv,QUINTARA ST,47TH AVE,Intersection
./out/16TOC-1682.csv,RIVERA ST,47TH AVE,Intersection
./out/16TOC-1682.csv,SANTIAGO ST,47TH AVE,Intersection
./out/16TOC-2035.csv,09TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-2035.csv,GEARY BLVD,09TH AVE,10TH AVE
./out/16TOC-2068.csv,48TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-2068.csv,48TH AVE,IRVING ST,JUDAH ST
./out/16TOC-2068.csv,48TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-2068.csv,48TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-2068.csv,48TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-2068.csv,48TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-2068.csv,48TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-2068.csv,48TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-2068.csv,48TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-2068.csv,48TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-2068.csv,48TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-2068.csv,48TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-2068.csv,48TH AVE,SANTIAGO ST,GREAT HWY \TARAVAL ST
./out/16TOC-2068.csv,IRVING ST,48TH AVE,Intersection
./out/16TOC-2068.csv,JUDAH ST,48TH AVE,Intersection
./out/16TOC-2068.csv,KIRKHAM ST,48TH AVE,Intersection
./out/16TOC-2068.csv,LAWTON ST,48TH AVE,Intersection
./out/16TOC-2068.csv,MORAGA ST,48TH AVE,Intersection
./out/16TOC-2068.csv,NORIEGA ST,48TH AVE,Intersection
./out/16TOC-2068.csv,ORTEGA ST,48TH AVE,Intersection
./out/16TOC-2068.csv,PACHECO ST,48TH AVE,Intersection
./out/16TOC-2068.csv,QUINTARA ST,48TH AVE,Intersection
./out/16TOC-2068.csv,RIVERA ST,48TH AVE,Intersection
./out/16TOC-2068.csv,SANTIAGO ST,48TH AVE,Intersection
./out/16TOC-2251.csv,09TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-2251.csv,GEARY BLVD,08TH AVE,09TH AVE
./out/16TOC-2251.csv,GEARY BLVD,09TH AVE,10TH AVE
./out/16TOC-2896.csv,KIRKHAM ST,19TH AVE,20TH AVE
./out/16TOC-2896.csv,KIRKHAM ST,19TH AVE,20TH AVE
./out/16TOC-2984.csv,GREAT HWY,KIRKHAM ST \LA PLAYA,LA PLAYA \LAWTON ST
./out/16TOC-2984.csv,GREAT HWY,LA PLAYA,MORAGA ST
./out/16TOC-2984.csv,GREAT HWY,MORAGA ST,NORIEGA ST
./out/16TOC-2984.csv,GREAT HWY,NORIEGA ST,ORTEGA ST
./out/16TOC-2984.csv,GREAT HWY,ORTEGA ST,PACHECO ST
./out/16TOC-2984.csv,GREAT HWY,PACHECO ST,QUINTARA ST
./out/16TOC-2984.csv,GREAT HWY,QUINTARA ST,RIVERA ST
./out/16TOC-2984.csv,LA PLAYA,GREAT HWY \KIRKHAM ST,Intersection
./out/16TOC-2984.csv,LA PLAYA,JUDAH ST,Intersection
./out/16TOC-2984.csv,LA PLAYA,IRVING ST,Intersection
./out/16TOC-2984.csv,LA PLAYA,GREAT HWY,Intersection
./out/16TOC-2984.csv,LA PLAYA,LINCOLN WAY \MARTIN LUTHERKING JR DR,IRVING ST
./out/16TOC-2984.csv,LA PLAYA,IRVING ST,JUDAH ST
./out/16TOC-2984.csv,LA PLAYA,JUDAH ST,GREAT HWY \KIRKHAM ST
./out/16TOC-2984.csv,LA PLAYA,GREAT HWY \LAWTON ST,GREAT HWY
./out/16TOC-2984.csv,LAWTON ST,GREAT HWY \ LAPLAYA,Intersection
./out/16TOC-2984.csv,MORAGA ST,GREAT HWY,Intersection
./out/16TOC-2984.csv,NORIEGA ST,GREAT HWY,Intersection
./out/16TOC-2984.csv,ORTEGA ST,GREAT HWY,Intersection
./out/16TOC-2984.csv,PACHECO ST,GREAT HWY,Intersection
./out/16TOC-2984.csv,QUINTARA ST,GREAT HWY,Intersection
./out/16TOC-2989.csv,41ST AVE,CHAIN OF LAKESDR \ LINCOLNWAY,IRVING ST
./out/16TOC-2989.csv,41ST AVE,IRVING ST,JUDAH ST
./out/16TOC-2989.csv,41ST AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-2989.csv,41ST AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-2989.csv,41ST AVE,LAWTON ST,MORAGA ST
./out/16TOC-2989.csv,41ST AVE,MORAGA ST,NORIEGA ST
./out/16TOC-2989.csv,41ST AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-2989.csv,41ST AVE,ORTEGA ST,PACHECO ST
./out/16TOC-2989.csv,41ST AVE,PACHECO ST,QUINTARA ST
./out/16TOC-2989.csv,41ST AVE,QUINTARA ST,RIVERA ST
./out/16TOC-2989.csv,41ST AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-2989.csv,41ST AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-2989.csv,43RD AVE,LINCOLN WAY,IRVING ST
./out/16TOC-2989.csv,43RD AVE,IRVING ST,JUDAH ST
./out/16TOC-2989.csv,43RD AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-2989.csv,43RD AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-2989.csv,43RD AVE,LAWTON ST,MORAGA ST
./out/16TOC-2989.csv,43RD AVE,MORAGA ST,NORIEGA ST
./out/16TOC-2989.csv,43RD AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-2989.csv,43RD AVE,ORTEGA ST,PACHECO ST
./out/16TOC-2989.csv,43RD AVE,PACHECO ST,QUINTARA ST
./out/16TOC-2989.csv,43RD AVE,QUINTARA ST,RIVERA ST
./out/16TOC-2989.csv,43RD AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-2989.csv,43RD AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-2989.csv,44TH AVE,LINCOLN WAY,IRVING ST
./out/16TOC-2989.csv,44TH AVE,IRVING ST,JUDAH ST
./out/16TOC-2989.csv,44TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-2989.csv,44TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-2989.csv,44TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-2989.csv,44TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-2989.csv,44TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-2989.csv,44TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-2989.csv,44TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-2989.csv,44TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-2989.csv,44TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-2989.csv,44TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-2989.csv,IRVING ST,41ST AVE,Intersection
./out/16TOC-2989.csv,IRVING ST,43RD AVE,Intersection
./out/16TOC-2989.csv,IRVING ST,44TH AVE,Intersection
./out/16TOC-2989.csv,JUDAH ST,41ST AVE,Intersection
./out/16TOC-2989.csv,JUDAH ST,43RD AVE,Intersection
./out/16TOC-2989.csv,JUDAH ST,44TH AVE,Intersection
./out/16TOC-2989.csv,KIRKHAM ST,43RD AVE,Intersection
./out/16TOC-2989.csv,KIRKHAM ST,44TH AVE,Intersection
./out/16TOC-2989.csv,KIRKHAM ST,41ST AVE,Intersection
./out/16TOC-2989.csv,LAWTON ST,41ST AVE,Intersection
./out/16TOC-2989.csv,LAWTON ST,43RD AVE,Intersection
./out/16TOC-2989.csv,LAWTON ST,44TH AVE,Intersection
./out/16TOC-2989.csv,MORAGA ST,41ST AVE,Intersection
./out/16TOC-2989.csv,MORAGA ST,43RD AVE,Intersection
./out/16TOC-2989.csv,MORAGA ST,44TH AVE,Intersection
./out/16TOC-2989.csv,NORIEGA ST,41ST AVE,Intersection
./out/16TOC-2989.csv,NORIEGA ST,43RD AVE,Intersection
./out/16TOC-2989.csv,NORIEGA ST,44TH AVE,Intersection
./out/16TOC-2989.csv,ORTEGA ST,41ST AVE,Intersection
./out/16TOC-2989.csv,ORTEGA ST,43RD AVE,Intersection
./out/16TOC-2989.csv,ORTEGA ST,44TH AVE,Intersection
./out/16TOC-2989.csv,PACHECO ST,43RD AVE,Intersection
./out/16TOC-2989.csv,PACHECO ST,44TH AVE,Intersection
./out/16TOC-2989.csv,PACHECO ST,41ST AVE,Intersection
./out/16TOC-2989.csv,QUINTARA ST,41ST AVE,Intersection
./out/16TOC-2989.csv,QUINTARA ST,43RD AVE,Intersection
./out/16TOC-2989.csv,QUINTARA ST,44TH AVE,Intersection
./out/16TOC-2989.csv,RIVERA ST,41ST AVE,Intersection
./out/16TOC-2989.csv,RIVERA ST,43RD AVE,Intersection
./out/16TOC-2989.csv,RIVERA ST,44TH AVE,Intersection
./out/16TOC-2989.csv,SANTIAGO ST,41ST AVE,Intersection
./out/16TOC-2989.csv,SANTIAGO ST,43RD AVE,Intersection
./out/16TOC-2989.csv,SANTIAGO ST,44TH AVE,Intersection
./out/16TOC-3002.csv,05TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-3002.csv,05TH AVE,CALIFORNIA ST,CORNWALLST
./out/16TOC-3002.csv,05TH AVE,CORNWALL ST,CLEMENT ST
./out/16TOC-3002.csv,05TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-3002.csv,05TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-3002.csv,05TH AVE,ANZA ST,BALBOA ST
./out/16TOC-3002.csv,05TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3002.csv,05TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3002.csv,ANZA ST,05TH AVE,Intersection
./out/16TOC-3002.csv,BALBOA ST,05TH AVE,Intersection
./out/16TOC-3002.csv,CABRILLO ST,05TH AVE,Intersection
./out/16TOC-3002.csv,CALIFORNIA ST,05TH AVE,Intersection
./out/16TOC-3002.csv,CLEMENT ST,05TH AVE,Intersection
./out/16TOC-3002.csv,CORNWALL ST,05TH AVE,Intersection
./out/16TOC-3002.csv,GEARY BLVD,05TH AVE,Intersection
./out/16TOC-3004.csv,06TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-3004.csv,06TH AVE,CALIFORNIA ST,CORNWALLST
./out/16TOC-3004.csv,06TH AVE,CORNWALL ST,CLEMENT ST
./out/16TOC-3004.csv,06TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-3004.csv,06TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-3004.csv,06TH AVE,ANZA ST,BALBOA ST
./out/16TOC-3004.csv,06TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3004.csv,06TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3004.csv,ANZA ST,06TH AVE,Intersection
./out/16TOC-3004.csv,BALBOA ST,06TH AVE,Intersection
./out/16TOC-3004.csv,CABRILLO ST,06TH AVE,Intersection
./out/16TOC-3004.csv,CALIFORNIA ST,06TH AVE,Intersection
./out/16TOC-3004.csv,CLEMENT ST,06TH AVE,Intersection
./out/16TOC-3004.csv,CORNWALL ST,06TH AVE,Intersection
./out/16TOC-3004.csv,GEARY BLVD,06TH AVE,Intersection
./out/16TOC-3069.csv,09TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-3069.csv,09TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-3069.csv,09TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-3069.csv,09TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-3069.csv,09TH AVE,ANZA ST,BALBOA ST
./out/16TOC-3069.csv,09TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3069.csv,09TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3069.csv,ANZA ST,09TH AVE,Intersection
./out/16TOC-3069.csv,BALBOA ST,09TH AVE,Intersection
./out/16TOC-3069.csv,CABRILLO ST,09TH AVE,Intersection
./out/16TOC-3069.csv,CALIFORNIA ST,09TH AVE,Intersection
./out/16TOC-3069.csv,CLEMENT ST,09TH AVE,Intersection
./out/16TOC-3069.csv,GEARY BLVD,09TH AVE,Intersection
./out/16TOC-3098.csv,19TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-3336.csv,06TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-3336.csv,06TH AVE,CALIFORNIA ST,CORNWALLST
./out/16TOC-3336.csv,06TH AVE,CORNWALL ST,CLEMENT ST
./out/16TOC-3336.csv,06TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-3336.csv,06TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-3336.csv,06TH AVE,ANZA ST,BALBOA ST
./out/16TOC-3336.csv,06TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3336.csv,06TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3336.csv,07TH AVE,END,LAKE ST
./out/16TOC-3336.csv,07TH AVE,LAKE ST,CALIFORNIAST \CORNWALLST
./out/16TOC-3336.csv,07TH AVE,CALIFORNIA ST \CORNWALL ST,CLEMENT ST
./out/16TOC-3336.csv,07TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-3336.csv,07TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-3336.csv,07TH AVE,ANZA ST,BALBOA ST
./out/16TOC-3336.csv,07TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3336.csv,07TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3336.csv,ANZA ST,06TH AVE,Intersection
./out/16TOC-3336.csv,ANZA ST,07TH AVE,Intersection
./out/16TOC-3336.csv,BALBOA ST,06TH AVE,Intersection
./out/16TOC-3336.csv,BALBOA ST,07TH AVE,Intersection
./out/16TOC-3336.csv,CABRILLO ST,06TH AVE,Intersection
./out/16TOC-3336.csv,CABRILLO ST,07TH AVE,Intersection
./out/16TOC-3336.csv,CALIFORNIA ST,06TH AVE,Intersection
./out/16TOC-3336.csv,CLEMENT ST,06TH AVE,Intersection
./out/16TOC-3336.csv,CLEMENT ST,07TH AVE,Intersection
./out/16TOC-3336.csv,CORNWALL ST,07TH AVE \CALIFORNIA ST,Intersection
./out/16TOC-3336.csv,CORNWALL ST,06TH AVE,Intersection
./out/16TOC-3336.csv,GEARY BLVD,06TH AVE,Intersection
./out/16TOC-3336.csv,GEARY BLVD,07TH AVE,Intersection
./out/16TOC-3336.csv,LAKE ST,07TH AVE,Intersection
./out/16TOC-3399.csv,10TH AVE,END,LAKE ST
./out/16TOC-3399.csv,10TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-3399.csv,10TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-3399.csv,10TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-3399.csv,10TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-3399.csv,10TH AVE,ANZA ST,BALBOA ST
./out/16TOC-3399.csv,10TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3399.csv,10TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3399.csv,11TH AVE,END,LAKE ST
./out/16TOC-3399.csv,11TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-3399.csv,11TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-3399.csv,11TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-3399.csv,11TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-3399.csv,11TH AVE,ANZA ST,BALBOA ST
./out/16TOC-3399.csv,11TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3399.csv,11TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3399.csv,12TH AVE,END,LAKE ST
./out/16TOC-3399.csv,12TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-3399.csv,12TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-3399.csv,12TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-3399.csv,12TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-3399.csv,12TH AVE,ANZA ST,BALBOA ST
./out/16TOC-3399.csv,12TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3399.csv,12TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3399.csv,ANZA ST,10TH AVE,Intersection
./out/16TOC-3399.csv,ANZA ST,11TH AVE,Intersection
./out/16TOC-3399.csv,ANZA ST,12TH AVE,Intersection
./out/16TOC-3399.csv,BALBOA ST,10TH AVE,Intersection
