permit,streetname,from_st,to_st
./out/17TOC-3112.csv,YORK ST,26TH ST,CESARCHAVEZ ST \PRECITA AVE
./out/17TOC-3112.csv,YORK ST,CESAR CHAVEZST \ PRECITAAVE,PERALTA AVE
./out/17TOC-3114.csv,23RD ST,POTRERO AVE,HAMPSHIREST
./out/17TOC-3114.csv,23RD ST,HAMPSHIRE ST,YORK ST
./out/17TOC-3114.csv,23RD ST,YORK ST,BRYANT ST
./out/17TOC-3114.csv,23RD ST,BRYANT ST,FLORIDA ST
./out/17TOC-3114.csv,23RD ST,FLORIDA ST,ALABAMA ST
./out/17TOC-3114.csv,23RD ST,ALABAMA ST,HARRISON ST
./out/17TOC-3114.csv,23RD ST,HARRISON ST,TREAT AVE
./out/17TOC-3114.csv,23RD ST,TREAT AVE,FOLSOM ST
./out/17TOC-3114.csv,23RD ST,FOLSOM ST,SHOTWELLST
./out/17TOC-3114.csv,23RD ST,SHOTWELL ST,SOUTH VANNESS AVE
./out/17TOC-3114.csv,23RD ST,SOUTH VANNESS AVE,CAPP ST
./out/17TOC-3114.csv,23RD ST,CAPP ST,MISSION ST
./out/17TOC-3114.csv,23RD ST,MISSION ST,BARTLETT ST
./out/17TOC-3114.csv,23RD ST,BARTLETT ST,VALENCIA ST
./out/17TOC-3114.csv,23RD ST,VALENCIA ST,SAN JOSEAVE
./out/17TOC-3114.csv,23RD ST,SAN JOSE AVE,GUERREROST
./out/17TOC-3128.csv,ALABAMA ST,NORWICH ST,RUTLEDGE ST
./out/17TOC-3129.csv,22ND ST,FOLSOM ST,SHOTWELLST
./out/17TOC-3131.csv,MONTCALM ST,YORK ST,BREWSTERST \ MULLENAVE
./out/17TOC-3140.csv,COLUMBUS AVE,GREEN ST \STOCKTON ST,UNION ST
./out/17TOC-3140.csv,COLUMBUS AVE,UNION ST,POWELL ST
./out/17TOC-3140.csv,FILBERT ST,MASON ST,TAYLOR ST
./out/17TOC-3140.csv,GREEN ST,JONES ST,LEAVENWORTH ST
./out/17TOC-3140.csv,HYDE ST,GREEN ST,DELGADO PL
./out/17TOC-3140.csv,HYDE ST,DELGADO PL,RUSSELL ST
./out/17TOC-3140.csv,HYDE ST,RUSSELL ST,WARNER PL
./out/17TOC-3140.csv,HYDE ST,WARNER PL,UNION ST
./out/17TOC-3140.csv,HYDE ST,UNION ST,ALLEN ST
./out/17TOC-3140.csv,HYDE ST,ALLEN ST,HASTINGSTER
./out/17TOC-3140.csv,HYDE ST,HASTINGS TER,FILBERT ST
./out/17TOC-3140.csv,JONES ST,GREEN ST,MACONDRAYLN
./out/17TOC-3140.csv,JONES ST,MACONDRAY LN,UNION ST
./out/17TOC-3140.csv,JONES ST,UNION ST,FILBERT ST
./out/17TOC-3140.csv,LARKIN ST,GREEN ST,ROCKLANDST
./out/17TOC-3140.csv,LARKIN ST,ROCKLAND ST,UNION ST
./out/17TOC-3140.csv,LARKIN ST,UNION ST,FILBERT ST
./out/17TOC-3140.csv,LEAVENWORTH ST,GREEN ST,MACONDRAYLN
./out/17TOC-3140.csv,LEAVENWORTH ST,MACONDRAY LN,UNION ST
./out/17TOC-3140.csv,MASON ST,GREEN ST,WINTER PL
./out/17TOC-3140.csv,MASON ST,WINTER PL,WEBB PL
./out/17TOC-3140.csv,MASON ST,WEBB PL,UNION ST
./out/17TOC-3140.csv,MASON ST,UNION ST,KENT ST
./out/17TOC-3140.csv,MASON ST,KENT ST,FILBERT ST
./out/17TOC-3140.csv,POLK ST,UNION ST,FILBERT ST
./out/17TOC-3140.csv,POLK ST,FILBERT ST,GREENWICHST
./out/17TOC-3140.csv,POWELL ST,GREEN ST,UNION ST
./out/17TOC-3140.csv,POWELL ST,UNION ST,COLUMBUSAVE
./out/17TOC-3140.csv,STOCKTON ST,COLUMBUS AVE\ GREEN ST,UNION ST
./out/17TOC-3140.csv,STOCKTON ST,UNION ST,FILBERT ST
./out/17TOC-3140.csv,TAYLOR ST,GREEN ST,MACONDRAYLN
./out/17TOC-3140.csv,TAYLOR ST,MACONDRAY LN,UNION ST
./out/17TOC-3140.csv,TAYLOR ST,UNION ST,ALADDIN TER\ REDFIELDALY
./out/17TOC-3140.csv,TAYLOR ST,ALADDIN TER \REDFIELD ALY,FILBERT ST
./out/17TOC-3140.csv,UNION ST,MASON ST,TAYLOR ST
./out/17TOC-3140.csv,UNION ST,JONES ST,BLACK PL
./out/17TOC-3140.csv,UNION ST,BLACK PL,LEAVENWORTH ST
./out/17TOC-3140.csv,UNION ST,LARKIN ST,POLK ST
./out/17TOC-3255.csv,MONTCALM ST,YORK ST,BREWSTERST \ MULLENAVE
./out/17TOC-3256.csv,22ND ST,FOLSOM ST,SHOTWELLST
./out/17TOC-3257.csv,22ND ST,TREAT AVE,FOLSOM ST
./out/17TOC-3261.csv,22ND ST,ALABAMA ST,HARRISON ST
./out/17TOC-3270.csv,22ND ST,ALABAMA ST,HARRISON ST
./out/17TOC-3453.csv,18TH ST,HARRISON ST,TREAT AVE
./out/17TOC-3453.csv,18TH ST,TREAT AVE,FOLSOM ST
./out/17TOC-3453.csv,18TH ST,FOLSOM ST,SHOTWELLST
./out/17TOC-3453.csv,18TH ST,SHOTWELL ST,SOUTH VANNESS AVE
./out/17TOC-3453.csv,18TH ST,SOUTH VANNESS AVE,CAPP ST
./out/17TOC-3453.csv,18TH ST,CAPP ST,MISSION ST
./out/17TOC-3453.csv,18TH ST,MISSION ST,SAN CARLOSST
./out/17TOC-3453.csv,18TH ST,SAN CARLOS ST,LEXINGTONST
./out/17TOC-3453.csv,18TH ST,LEXINGTON ST,VALENCIA ST
./out/17TOC-3453.csv,18TH ST,VALENCIA ST,LAPIDGE ST
./out/17TOC-3453.csv,18TH ST,LAPIDGE ST,DEARBORNST
./out/17TOC-3453.csv,18TH ST,DEARBORN ST,LINDA ST
./out/17TOC-3453.csv,18TH ST,LINDA ST,GUERREROST
./out/17TOC-3453.csv,18TH ST,GUERRERO ST,OAKWOODST
./out/17TOC-3453.csv,18TH ST,OAKWOOD ST,DOLORES ST
./out/17TOC-3456.csv,18TH ST,UTAH ST,POTREROAVE
./out/17TOC-3456.csv,18TH ST,POTRERO AVE,HAMPSHIREST
./out/17TOC-3456.csv,18TH ST,HAMPSHIRE ST,YORK ST
./out/17TOC-3456.csv,18TH ST,YORK ST,BRYANT ST
./out/17TOC-3456.csv,18TH ST,BRYANT ST,FLORIDA ST
./out/17TOC-3456.csv,18TH ST,FLORIDA ST,ALABAMA ST
./out/17TOC-3456.csv,18TH ST,ALABAMA ST,HARRISON ST
./out/17TOC-3456.csv,HARRISON ST,17TH ST,MARIPOSA ST
./out/17TOC-3456.csv,HARRISON ST,MARIPOSA ST,18TH ST
./out/17TOC-3456.csv,HARRISON ST,18TH ST,18TH ST
./out/17TOC-3456.csv,HARRISON ST,18TH ST,19TH ST
./out/17TOC-3456.csv,UTAH ST,ALAMEDA ST,15TH ST
./out/17TOC-3456.csv,UTAH ST,15TH ST,16TH ST
./out/17TOC-3456.csv,UTAH ST,16TH ST,17TH ST
./out/17TOC-3456.csv,UTAH ST,17TH ST,MARIPOSA ST
./out/17TOC-3456.csv,UTAH ST,MARIPOSA ST,18TH ST
./out/17TOC-3545.csv,ALABAMA ST,21ST ST,22ND ST
./out/17TOC-3546.csv,22ND ST,HARRISON ST,TREAT AVE
./out/17TOC-3547.csv,22ND ST,BRYANT ST,FLORIDA ST
./out/17TOC-3548.csv,22ND ST,ALABAMA ST,HARRISON ST
./out/17TOC-3551.csv,22ND ST,BRYANT ST,FLORIDA ST
./out/17TOC-3555.csv,YORK ST,22ND ST,23RD ST
./out/17TOC-3740.csv,24TH ST,UTAH ST,POTREROAVE
./out/17TOC-3740.csv,24TH ST,HAMPSHIRE ST,YORK ST
./out/17TOC-3740.csv,24TH ST,YORK ST,BRYANT ST
./out/17TOC-3740.csv,BRYANT ST,24TH ST,25TH ST
./out/17TOC-3740.csv,UTAH ST,24TH ST,25TH ST
./out/17TOC-3869.csv,23RD ST,FAIR OAKS ST,QUANE ST
./out/17TOC-3871.csv,SOUTH VAN NESSAVE,22ND ST,23RD ST
./out/17TOC-3875.csv,22ND ST,FOLSOM ST,SHOTWELLST
./out/17TOC-3966.csv,YORK ST,24TH ST,25TH ST
./out/17TOC-3975.csv,19TH ST,ALABAMA ST,HARRISON ST
./out/17TOC-3979.csv,19TH ST,BRYANT ST,FLORIDA ST
./out/17TOC-3981.csv,YORK ST,18TH ST,19TH ST
./out/17TOC-3984.csv,20TH ST,SOUTH VANNESS AVE,CAPP ST
./out/17TOC-4242.csv,20TH ST,SOUTH VANNESS AVE,CAPP ST
./out/17TOC-4243.csv,YORK ST,18TH ST,19TH ST
./out/17TOC-4244.csv,SAN CARLOS ST,20TH ST,21ST ST
./out/17TOC-4356.csv,16TH ST,SHOTWELL ST,SOUTH VANNESS AVE
./out/17TOC-4579.csv,16TH ST,SOUTH VANNESS AVE,CAPP ST
./out/17TOC-4579.csv,16TH ST,CAPP ST,MISSION ST
./out/17TOC-4579.csv,16TH ST,MISSION ST,WIESE ST
./out/17TOC-4579.csv,16TH ST,WIESE ST,HOFF ST
./out/17TOC-4579.csv,16TH ST,JULIAN AVE,RONDEL PL
./out/17TOC-4579.csv,16TH ST,CALEDONIA ST,VALENCIA ST
./out/17TOC-4579.csv,16TH ST,VALENCIA ST,ALBION ST
./out/17TOC-4579.csv,16TH ST,ALBION ST,GUERREROST
./out/17TOC-4689.csv,MISSION ST,RUSSIA AVE,ONONDAGAAVE
./out/17TOC-4689.csv,ONONDAGA AVE,MISSION ST,ALEMANYBLVD
./out/17TOC-4689.csv,ONONDAGA AVE,ALEMANY BLVD,ROSELLA CT
./out/17TOC-4689.csv,RUSSIA AVE,MISSION ST,LONDON ST
./out/17TOC-4689.csv,RUSSIA AVE,LONDON ST,PARIS ST
./out/17TOC-4689.csv,RUSSIA AVE,PARIS ST,LISBON ST
./out/17TOC-4794.csv,CLIPPER ST,DOLORES ST,CHURCH ST
./out/17TOC-4794.csv,CLIPPER ST,CHURCH ST,SANCHEZ ST
./out/17TOC-4794.csv,CLIPPER ST,SANCHEZ ST,NOE ST
./out/17TOC-4794.csv,CLIPPER ST,NOE ST,CASTRO ST
./out/17TOC-4794.csv,CLIPPER ST,CASTRO ST,DIAMOND ST
./out/17TOC-4794.csv,CLIPPER ST,DIAMOND ST,DOUGLASSST
./out/17TOC-4794.csv,CLIPPER ST,DOUGLASS ST,CLIPPER TER\ GRANDVIEW AVE
./out/17TOC-4794.csv,CLIPPER ST,CLIPPER TER \GRAND VIEWAVE,HIGH ST
./out/17TOC-4796.csv,19TH ST,NOE ST,HARTFORDST
./out/17TOC-4796.csv,19TH ST,HARTFORD ST,CASTRO ST
./out/17TOC-4796.csv,19TH ST,CASTRO ST,COLLINGWOOD ST
./out/17TOC-4796.csv,19TH ST,COLLINGWOODST,DIAMOND ST
./out/17TOC-4796.csv,19TH ST,DIAMOND ST,EUREKA ST
./out/17TOC-4796.csv,19TH ST,EUREKA ST,DOUGLASSST
./out/17TOC-4796.csv,19TH ST,DOUGLASS ST,LAMSON LN
./out/17TOC-4796.csv,19TH ST,LAMSON LN,SEWARD ST
./out/17TOC-4796.csv,19TH ST,SEWARD ST,CLOVER LN
./out/17TOC-4796.csv,19TH ST,CLOVER LN,YUKON ST
./out/17TOC-4796.csv,19TH ST,YUKON ST,DANVERS ST
./out/17TOC-4796.csv,19TH ST,DANVERS ST,CASELLI AVE\ MONO ST
./out/17TOC-4797.csv,21ST ST,CASTRO ST,COLLINGWOOD ST
./out/17TOC-4797.csv,21ST ST,COLLINGWOODST,DIAMOND ST
./out/17TOC-4797.csv,26TH ST,DOLORES ST,CHURCH ST
./out/17TOC-4797.csv,26TH ST,CHURCH ST,SANCHEZ ST
./out/17TOC-4797.csv,26TH ST,SANCHEZ ST,NOE ST
./out/17TOC-4797.csv,26TH ST,DIAMOND ST,DOUGLASSST
./out/17TOC-4797.csv,CASTRO ST,21ST ST,HILL ST
./out/17TOC-4797.csv,CASTRO ST,HILL ST,22ND ST
./out/17TOC-4797.csv,CASTRO ST,22ND ST,ALVARADOST
./out/17TOC-4797.csv,DIAMOND ST,19TH ST,20TH ST
./out/17TOC-4797.csv,DOUGLASS ST,19TH ST,CARSON ST
./out/17TOC-4797.csv,DOUGLASS ST,CARSON ST,SEWARD ST
./out/17TOC-4797.csv,DOUGLASS ST,SEWARD ST,20TH ST
./out/17TOC-4797.csv,DOUGLASS ST,20TH ST,CORWIN ST
./out/17TOC-4797.csv,DOUGLASS ST,CORWIN ST,21ST ST \ROMAIN ST
./out/17TOC-4797.csv,DOUGLASS ST,21ST ST \ROMAIN ST,22ND ST
./out/17TOC-4797.csv,DOUGLASS ST,22ND ST,ALVARADOST
./out/17TOC-4797.csv,DOUGLASS ST,ALVARADO ST,23RD ST
./out/17TOC-4797.csv,DOUGLASS ST,23RD ST,ELIZABETHST
./out/17TOC-4797.csv,DOUGLASS ST,ELIZABETH ST,24TH ST
./out/17TOC-4797.csv,DOUGLASS ST,24TH ST,JERSEY ST
./out/17TOC-4797.csv,DOUGLASS ST,JERSEY ST,25TH ST
./out/17TOC-4797.csv,DOUGLASS ST,25TH ST,CLIPPER ST
./out/17TOC-4797.csv,DOUGLASS ST,CLIPPER ST,26TH ST
./out/17TOC-4797.csv,NOE ST,ALVARADO ST,23RD ST
./out/17TOC-4797.csv,NOE ST,23RD ST,ELIZABETHST
./out/17TOC-4797.csv,NOE ST,ELIZABETH ST,24TH ST
./out/17TOC-4797.csv,NOE ST,24TH ST,JERSEY ST
./out/17TOC-4797.csv,NOE ST,JERSEY ST,25TH ST
./out/17TOC-4797.csv,NOE ST,25TH ST,CLIPPER ST
./out/17TOC-4797.csv,NOE ST,CLIPPER ST,26TH ST
./out/17TOC-4885.csv,SOUTH VAN NESSAVE,14TH ST,15TH ST
./out/17TOC-4885.csv,SOUTH VAN NESSAVE,16TH ST,17TH ST
./out/17TOC-4885.csv,SOUTH VAN NESSAVE,17TH ST,18TH ST
./out/17TOC-4885.csv,SOUTH VAN NESSAVE,20TH ST,21ST ST
./out/17TOC-4885.csv,SOUTH VAN NESSAVE,21ST ST,22ND ST
./out/17TOC-4885.csv,SOUTH VAN NESSAVE,22ND ST,23RD ST
./out/17TOC-4899.csv,26TH ST,DOLORES ST,CHURCH ST
./out/17TOC-4899.csv,26TH ST,CHURCH ST,SANCHEZ ST
./out/17TOC-4899.csv,26TH ST,SANCHEZ ST,NOE ST
./out/17TOC-4899.csv,26TH ST,NOE ST,CASTRO ST
./out/17TOC-4899.csv,26TH ST,CASTRO ST,DIAMOND ST
./out/17TOC-4899.csv,26TH ST,DIAMOND ST,DOUGLASSST
./out/17TOC-4899.csv,CESAR CHAVEZ ST,DOLORES ST,CHURCH ST
./out/17TOC-4899.csv,CESAR CHAVEZ ST,CHURCH ST,SANCHEZ ST
./out/17TOC-4899.csv,CESAR CHAVEZ ST,SANCHEZ ST,NOE ST
./out/17TOC-4899.csv,CESAR CHAVEZ ST,NOE ST,END
./out/17TOC-4899.csv,CESAR CHAVEZ ST,END,CASTRO ST
./out/17TOC-4899.csv,CESAR CHAVEZ ST,CASTRO ST,END
./out/17TOC-4899.csv,CESAR CHAVEZ ST,END,DIAMOND ST
./out/17TOC-4899.csv,CESAR CHAVEZ ST,DIAMOND ST,DOUGLASSST
./out/17TOC-5035.csv,26TH ST,CAPP ST,LILAC ST
./out/17TOC-5035.csv,CAPP ST,25TH ST,26TH ST
./out/17TOC-7581.csv,CHENERY ST,CHARLES ST,MIGUEL ST \WHITNEY ST
./out/17TOC-7583.csv,MIGUEL ST,CHENERY ST \WHITNEY ST,ARLINGTONST
./out/17TOC-7693.csv,CONGO ST,MANGELS AVE,MELROSEAVE
./out/18TOC-0289.csv,22ND ST,BRYANT ST,FLORIDA ST
./out/18TOC-3068.csv,MISSION ST,RUSSIA AVE,ONONDAGAAVE
./out/18TOC-3068.csv,ONONDAGA AVE,MISSION ST,ALEMANYBLVD
./out/18TOC-3068.csv,ONONDAGA AVE,ALEMANY BLVD,ROSELLA CT
./out/18TOC-3068.csv,RUSSIA AVE,MISSION ST,LONDON ST
./out/18TOC-3068.csv,RUSSIA AVE,LONDON ST,PARIS ST
./out/18TOC-3068.csv,RUSSIA AVE,PARIS ST,LISBON ST
./out/18TOC-5757.csv,PINE ST,FILLMORE ST,STEINER ST
./out/18TOC-5757.csv,PINE ST,STEINER ST,PIERCE ST
./out/18TOC-5757.csv,PINE ST,PIERCE ST,SCOTT ST
./out/18TOC-5757.csv,SCOTT ST,PINE ST,CALIFORNIAST
./out/18TOC-5757.csv,SCOTT ST,CALIFORNIA ST,Intersection
./out/18TOC-5757.csv,SCOTT ST,PINE ST,Intersection
./out/18TOC-5985.csv,STEINER ST,PINE ST,CALIFORNIAST
./out/18TOC-5985.csv,STEINER ST,CALIFORNIA ST,PERINE PL
./out/18TOC-5985.csv,STEINER ST,CALIFORNIA ST,PERINE PL
./out/18TOC-5985.csv,STEINER ST,PINE ST,Intersection
./out/18TOC-5985.csv,STEINER ST,CALIFORNIA ST,Intersection
./out/18TOC-8727.csv,PINE ST,FILLMORE ST,STEINER ST
./out/18TOC-8727.csv,STEINER ST,WILMOT ST,PINE ST
./out/18TOC-8727.csv,STEINER ST,PINE ST,Intersection
./out/18TOC-9199.csv,STEINER ST,PINE ST,CALIFORNIAST
./out/19TOC-00838.csv,ATHENS ST,ROLPH ST,CORDOVA ST
./out/19TOC-00838.csv,ATHENS ST,CORDOVA ST,NAPLES ST
./out/19TOC-00838.csv,CORDOVA ST,ROLPH ST,ATHENS ST
./out/19TOC-00838.csv,CORDOVA ST,ATHENS ST,SEVILLE ST
./out/19TOC-00838.csv,CORDOVA ST,SEVILLE ST,MUNICH ST
./out/19TOC-00838.csv,CORDOVA ST,MUNICH ST,PRAGUE ST
./out/19TOC-00838.csv,CORDOVA ST,PRAGUE ST,WINDINGWAY
./out/19TOC-00838.csv,MUNICH ST,ROLPH ST,NAYLOR ST
./out/19TOC-00838.csv,MUNICH ST,NAYLOR ST,CORDOVA ST
./out/19TOC-00838.csv,MUNICH ST,CORDOVA ST,DRAKE ST
./out/19TOC-00838.csv,MUNICH ST,DRAKE ST,NAPLES ST
./out/19TOC-00838.csv,SEVILLE ST,ROLPH ST,CORDOVA ST
./out/19TOC-00838.csv,SEVILLE ST,CORDOVA ST,NAPLES ST
./out/19TOC-03801.csv,MORSE ST,FLORENTINEAVE,FLORENTINEAVE
./out/19TOC-03804.csv,MORSE ST,FLORENTINEAVE,FLORENTINEAVE
./out/19TOC-05591.csv,APPLETON AVE,MISSION ST,GLADYS ST
./out/19TOC-05591.csv,MISSION ST,APPLETON AVE,Intersection
./out/19TOC-05591.csv,MISSION ST,BROOK ST \SANTA MARINAST,RANDALL ST
./out/19TOC-05591.csv,MISSION ST,RANDALL ST,APPLETONAVE
./out/19TOC-05591.csv,RANDALL ST,SAN JOSE AVE,ARLINGTONST
./out/19TOC-05591.csv,RANDALL ST,ARLINGTON ST,CHENERY ST
./out/19TOC-05591.csv,SANTA MARINA ST,BROOK ST \MISSION ST,GLADYS ST
./out/19TOC-05591.csv,SANTA MARINA ST,BROOK ST \MISSION ST,Intersection
./out/19TOC-05655.csv,RANDALL ST,MISSION ST,SAN JOSEAVE
./out/19TOC-05655.csv,RANDALL ST,SAN JOSE AVE,ARLINGTONST
./out/19TOC-05655.csv,RANDALL ST,ARLINGTON ST,CHENERY ST
./out/19TOC-05659.csv,MISSION ST,BROOK ST \SANTA MARINAST,RANDALL ST
./out/19TOC-05659.csv,SANTA MARINA ST,BROOK ST \MISSION ST,GLADYS ST
./out/19TOC-05659.csv,SANTA MARINA ST,BROOK ST \MISSION ST,Intersection
./out/19TOC-05665.csv,APPLETON AVE,MISSION ST,GLADYS ST
./out/19TOC-05665.csv,MISSION ST,APPLETON AVE,Intersection
./out/19TOC-05665.csv,MISSION ST,RANDALL ST,APPLETONAVE
./out/19TOC-05665.csv,RANDALL ST,MISSION ST,Intersection
./out/19TOC-06638.csv,RANDALL ST,SAN JOSE AVE,ARLINGTONST
./out/19TOC-06638.csv,RANDALL ST,ARLINGTON ST,CHENERY ST
./out/19TOC-06913.csv,26TH ST,CAPP ST,LILAC ST
./out/19TOC-06913.csv,MISSION ST,26TH ST,Intersection
./out/19TOC-06914.csv,26TH ST,MISSION ST,OSAGE ALY
./out/19TOC-06914.csv,MISSION ST,26TH ST,Intersection
./out/19TOC-06917.csv,COSO AVE,PRECITA AVE,MIRABEL AVE
./out/19TOC-06921.csv,PRECITA AVE,COSO AVE,Intersection
./out/19TOC-06921.csv,PRECITA AVE,MISSION ST,Intersection
